Study_ID,filename,variable,group_id,mean,sd,se,error_type,plot_type,software,note
S_017,Liu_2018,TL,"PFBA, species 3",2.483091787,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFBA, species 4",2.729468599,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFBA, species 5",3.603864734,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFBA, species 6",2.898550725,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFOA,"PFOA, species 1",48.60508025,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFOA,"PFOA, species 2",16.09977739,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFOA,"PFOA, species 3",7.220717612,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFOA,"PFOA, species 4",9.279063663,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFOA,"PFOA, species 5",50.82335786,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFOA,"PFOA, species 6",39.32741642,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFOA, species 1",2.362142142,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFOA, species 2",2.485168515,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFOA, species 3",2.479355297,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFOA, species 4",2.725726895,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFOA, species 5",2.898101469,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFOA, species 6",3.603942879,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFNA,"PFNA, species 1",68.12339332,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFNA,"PFNA, species 2",43.05912596,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFNA,"PFNA, species 3",23.77892031,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFNA,"PFNA, species 4",41.77377892,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFNA,"PFNA, species 5",63.62467866,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFNA,"PFNA, species 6",196.6580977,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFNA, species 1",2.364964227,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFNA, species 2",2.481110044,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFNA, species 3",2.481481711,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFNA, species 4",2.722098677,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFNA, species 5",2.890352154,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFNA, species 6",3.591402112,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFDA,"PFDA, species 1",101.5384615,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFDA,"PFDA, species 2",110.7692308,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFDA,"PFDA, species 3",138.4615385,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFDA,"PFDA, species 4",182.3076923,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFDA,"PFDA, species 5",447.6923077,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFDA,"PFDA, species 6",766.1538462,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFDA, species 1",2.36264978,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFDA, species 2",2.483665487,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFDA, species 3",2.483516484,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFDA, species 4",2.735096542,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFDA, species 5",2.898317502,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFDA, species 6",3.608468368,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFUnDA,"PFUnDA, species 1",58.45966566,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFUnDA,"PFUnDA, species 2",93.21839569,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFUnDA,"PFUnDA, species 3",165.1421858,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFUnDA,"PFUnDA, species 4",153.9824763,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFUnDA,"PFUnDA, species 5",520.0050958,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFUnDA,"PFUnDA, species 6",693.6175634,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFUnDA, species 1",2.358061913,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFUnDA, species 2",2.466927117,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFUnDA, species 3",2.476849689,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFUnDA, species 4",2.715883194,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFUnDA, species 5",2.8901298,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFUnDA, species 6",3.600690758,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFDoDA,"PFDoDA, species 1",27.7173913,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFDoDA,"PFDoDA, species 2",32.60869565,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFDoDA,"PFDoDA, species 3",154.8913043,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFDoDA,"PFDoDA, species 4",61.14130435,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFDoDA,"PFDoDA, species 5",201.3586957,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFDoDA,"PFDoDA, species 6",252.7173913,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFDoDA, species 1",2.367804459,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFDoDA, species 2",2.480132542,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFDoDA, species 3",2.487314219,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFDoDA, species 4",2.720413709,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFDoDA, species 5",2.906471828,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFDoDA, species 6",3.606324867,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFTrDA,"PFTrDA, species 1",27.27272727,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFTrDA,"PFTrDA, species 2",33.68983957,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFTrDA,"PFTrDA, species 3",154.0106952,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFTrDA,"PFTrDA, species 4",60.16042781,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFTrDA,"PFTrDA, species 5",200.5347594,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFTrDA,"PFTrDA, species 6",250.2673797,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFTrDA, species 1",2.351149597,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFTrDA, species 2",2.463041885,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFTrDA, species 3",2.482342083,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFTrDA, species 4",2.707592497,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFTrDA, species 5",2.895084014,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFTrDA, species 6",3.607426912,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFOS,"PFOS, species 1",17.1957672,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFOS,"PFOS, species 2",50.26455026,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFOS,"PFOS, species 3",62.16931217,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFOS,"PFOS, species 4",89.94708995,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFOS,"PFOS, species 5",207.6719577,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,PFOS,"PFOS, species 6",473.5449735,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFOS, species 1",2.356048852,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFOS, species 2",2.476681121,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFOS, species 3",2.476800467,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFOS, species 4",2.727705507,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFOS, species 5",2.889286709,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_017,Liu_2018,TL,"PFOS, species 6",3.603731551,NA,NA,NA,NA,Webplot Digitiser,Raw regression data extracted from Figure 4 (PFAS concentrations) and Table 1 (TLs). We used the raw data to run the regression analysis and find slope and error.
S_019,Gao_2020_1.png,log_PFHxS,"PFHxS, species 1",1.658291457,0.175879397,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_1.png,log_PFHxS,"PFHxS, species 2",2.055276382,0.381909548,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_1.png,log_PFHxS,"PFHxS, species 3",2.291457286,0.326633166,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_1.png,log_PFHxS,"PFHxS, species 4",2.206030151,0.155778894,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_1.png,log_PFHxS,"PFHxS, species 5",2.618090452,0.190954774,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_1.png,TL,"PFHxS, species 1",0.988636364,0,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_1.png,TL,"PFHxS, species 2",1.636363636,0.142045455,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_1.png,TL,"PFHxS, species 3",2.340909091,0.0625,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_1.png,TL,"PFHxS, species 4",3.102272727,0.164772727,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_1.png,TL,"PFHxS, species 5",3.426136364,0.056818182,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_2.png,log_PFOS,"PFOS, species 1",1.476821192,0.119205298,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_2.png,log_PFOS,"PFOS, species 2",2.544701987,0.352649007,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_2.png,log_PFOS,"PFOS, species 3",2.549668874,0.298013245,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_2.png,log_PFOS,"PFOS, species 4",2.733443709,0.372516556,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_2.png,log_PFOS,"PFOS, species 5",2.847682119,0.044701987,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_2.png,TL,"PFOS, species 1",1,0,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_2.png,TL,"PFOS, species 2",1.632768362,0.124293785,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_2.png,TL,"PFOS, species 3",2.344632768,0.056497175,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_2.png,TL,"PFOS, species 4",3.101694915,0.163841808,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_2.png,TL,"PFOS, species 5",3.429378531,0.056497175,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_3.png,log_PFBA,"PFBA, species 1",1.705592105,0.325657895,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_3.png,log_PFBA,"PFBA, species 2",3.121710526,0.518092105,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_3.png,log_PFBA,"PFBA, species 3",3.013157895,0.157894737,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_3.png,log_PFBA,"PFBA, species 4",2.203947368,0.463815789,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_3.png,log_PFBA,"PFBA, species 5",2.776315789,0.1875,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_3.png,TL,"PFBA, species 1",1,0,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_3.png,TL,"PFBA, species 2",1.650943396,0.141509434,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_3.png,TL,"PFBA, species 3",2.347169811,0.067924528,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_3.png,TL,"PFBA, species 4",3.083018868,0.152830189,NA,sd,mean_error,metaDigitise,NA
S_019,Gao_2020_3.png,TL,"PFBA, species 5",3.433962264,0.067924528,NA,sd,mean_error,metaDigitise,NA
S_021,Chen_2018,ln_PFDA,"PFDA, species 1",-1.166932946,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,ln_PFDA,"PFDA, species 2",-0.456451222,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,ln_PFDA,"PFDA, species 3",-0.712321472,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,ln_PFDA,"PFDA, species 4",-0.060711692,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,ln_PFDA,"PFDA, species 5",0.355361898,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,ln_PFDA,"PFDA, species 6",0.312176229,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,ln_PFDA,"PFDA, species 7",0.710239651,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,ln_PFDA,"PFDA, species 8",0.753715807,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,ln_PFDA,"PFDA, species 9",0.872379569,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,ln_PFDA,"PFDA, species 10",0.590075042,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,ln_PFDA,"PFDA, species 11",0.604018397,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,ln_PFDA,"PFDA, species 12",0.929750666,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,ln_PFDA,"PFDA, species 13",1.034519487,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,ln_PFDA,"PFDA, species 14",1.077317841,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,ln_PFDA,"PFDA, species 15",1.448366013,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,ln_PFDA,"PFDA, species 16",1.773565723,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,ln_PFDA,"PFDA, species 17",2.129169693,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,ln_PFDA,"PFDA, species 18",2.174049867,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,ln_PFDA,"PFDA, species 19",0.407358993,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,TL,"PFDA, species 1",1.836601307,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,TL,"PFDA, species 2",2.006535948,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,TL,"PFDA, species 3",3.091503268,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,TL,"PFDA, species 4",3.156862745,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,TL,"PFDA, species 5",2.816993464,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,TL,"PFDA, species 6",2.477124183,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,TL,"PFDA, species 7",3,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,TL,"PFDA, species 8",3.261437908,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,TL,"PFDA, species 9",3.222222222,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,TL,"PFDA, species 10",3.444444444,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,TL,"PFDA, species 11",3.679738562,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,TL,"PFDA, species 12",3.732026144,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,TL,"PFDA, species 13",3.444444444,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,TL,"PFDA, species 14",3.888888889,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
S_021,Chen_2018,TL,"PFDA, species 15",3.705882353,NA,NA,NA,Scatter plot,Webplot Digitiser,NA
