Initial_check,Initials_data_extraction,TMS_ID,FW_ID,Study_ID,PFAS_ID,Sample_type,Sample_type_comment,Biomass_conversion,Biomass_conversion_comment,Regression_type,Regression_type_comment,Conc_determ_method,Conc_determ_method_comment,Undetected_strategy_LOD,Undetected_strategy_LOQ,TMF_formula,TMF,TMF_lower_95CI,TMF_upper_95CI,TMF_se,TMS,TMS_lower_95CI,TMS_upper_95CI,TMS_se,TMS_calculated,TMS_se_calculated,n_samples,n_obs,n_obs_comment,tau/rho,intercept,pvalue,pvalue_adj,r,TMS_comment
,LR,TMS_171,FW_022,S_008,PFOS,specific tissues and whole-organisms,"""Fluorinated organic compounds were analyzed in liver tissues of beluga whale (Delphinapterus leucas), narwhal (Monodon monoceros), walrus (Odobenus rosmarus), deepwater redfish (Sebastes mentella), glaucous gulls (Larus hyperboreus), and black-legged kittiwake (Rissa tridactyla). Whole organism homogenates of Arctic cod (Boreogadus saida), shrimp (Pandalus borealis; Hymenodora glacialis), clams (Mya truncata; Serripes groenlandica), and mixed zooplankton were analyzed."" ""the BMFs and TMFs determined for PFOS and associated compounds are based on liver concentrations in seabirds and marine mammals.""",no,na,Linear regression,na,wet weight concentrations (ww),na,The limit value divided by two,na,e^slope,na,na,na,na,1.14,na,na,na,na,na,54,,,na,na,< 0.0001,0.0001,0.51,Data extracted from Figure 2.
,LR,TMS_172,FW_023,S_009,PFOS,specific tissues and whole-organisms,Fish liver for large-size fish and whole-body homogenate for small fish. ,no,na,Linear regression,na,wet weight concentrations (ww),na,na,The limit value divided by two,e^slope,1.3,na,na,na,0.26,0.02,0.51,na,na,na,39,,,na,na,na,na,na,Data extracted from Table S8. SE calculated from CIs.
,LR,TMS_173,FW_023,S_009,PFTeDA,specific tissues and whole-organisms,Fish liver for large-size fish and whole-body homogenate for small fish. ,no,na,Linear regression,na,wet weight concentrations (ww),na,na,The limit value divided by two,e^slope,1.12,na,na,na,0.11,-0.27,0.46,na,na,na,37,,,na,na,na,na,na,Data extracted from Table S8. SE calculated from CIs.
,LR,TMS_174,FW_023,S_009,PFDoDA,specific tissues and whole-organisms,Fish liver for large-size fish and whole-body homogenate for small fish. ,no,na,Linear regression,na,wet weight concentrations (ww),na,na,The limit value divided by two,e^slope,1.38,na,na,na,0.32,0.06,0.57,na,na,na,37,,,na,na,na,na,na,Data extracted from Table S8. SE calculated from CIs.
,LR,TMS_175,FW_023,S_009,PFUnDA,specific tissues and whole-organisms,Fish liver for large-size fish and whole-body homogenate for small fish. ,no,na,Linear regression,na,wet weight concentrations (ww),na,na,The limit value divided by two,e^slope,1.74,na,na,na,0.56,0.17,1.04,na,na,na,37,,,na,na,na,na,na,Data extracted from Table S8. SE calculated from CIs.
,LR,TMS_176,FW_023,S_009,PFDA,specific tissues and whole-organisms,Fish liver for large-size fish and whole-body homogenate for small fish. ,no,na,Linear regression,na,wet weight concentrations (ww),na,na,The limit value divided by two,e^slope,1.5,na,na,na,0.41,0.12,0.86,na,na,na,34,,,na,na,na,na,na,Data extracted from Table S8. SE calculated from CIs.
,LR,TMS_177,FW_023,S_009,PFNA,specific tissues and whole-organisms,Fish liver for large-size fish and whole-body homogenate for small fish. ,no,na,Linear regression,na,wet weight concentrations (ww),na,na,The limit value divided by two,e^slope,1,na,na,na,0.006,-0.05,0.05,na,na,na,25,,,na,na,na,na,na,Data extracted from Table S8. SE calculated from CIs.
,LR,TMS_178,FW_023,S_009,PFOA,specific tissues and whole-organisms,Fish liver for large-size fish and whole-body homogenate for small fish. ,no,na,Linear regression,na,wet weight concentrations (ww),na,na,The limit value divided by two,e^slope,1,na,na,na,-0.002,-0.03,0.03,na,na,na,25,,,na,na,na,na,na,Data extracted from Table S8. SE calculated from CIs.
,LR,TMS_179,FW_023,S_009,NEtFOSAA,specific tissues and whole-organisms,Fish liver for large-size fish and whole-body homogenate for small fish. ,no,na,Linear regression,na,wet weight concentrations (ww),na,na,The limit value divided by two,e^slope,1.02,na,na,na,0.02,-0.06,0.15,na,na,na,39,,,na,na,na,na,na,Data extracted from Table S8. SE calculated from CIs.
,LR,TMS_180,FW_023,S_009,7:3 FTCA,specific tissues and whole-organisms,Fish liver for large-size fish and whole-body homogenate for small fish. ,no,na,Linear regression,na,wet weight concentrations (ww),na,na,The limit value divided by two,e^slope,0.92,na,na,na,-0.09,-0.34,0.04,na,na,na,22,,,na,na,na,na,na,Data extracted from Table S8. SE calculated from CIs.
,LR,TMS_181,FW_024,S_010,PFOA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,2,1.9,2.1,na,na,na,na,na,na,na,147,,,na,na,na,na,na,Data extracted from Table S17. SE calculated from CIs.
,LR,TMS_182,FW_024,S_010,PFNA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,1.5,1.4,1.6,na,na,na,na,na,na,na,147,,,na,na,na,na,na,Data extracted from Table S17. SE calculated from CIs.
,LR,TMS_183,FW_024,S_010,PFDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,1.2,1.1,1.2,na,na,na,na,na,na,na,147,,,na,na,na,na,na,Data extracted from Table S17. SE calculated from CIs.
,LR,TMS_184,FW_024,S_010,PFUnDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,1.1,1,1.2,na,na,na,na,na,na,na,147,,,na,na,na,na,na,Data extracted from Table S17. SE calculated from CIs.
,LR,TMS_185,FW_024,S_010,PFDoDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,1.2,1.2,1.3,na,na,na,na,na,na,na,147,,,na,na,na,na,na,Data extracted from Table S17. SE calculated from CIs.
,LR,TMS_186,FW_024,S_010,PFTrDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,1.1,0.99,1.2,na,na,na,na,na,na,na,147,,,na,na,na,na,na,Data extracted from Table S17. SE calculated from CIs.
,LR,TMS_187,FW_024,S_010,PFTeDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,0.79,0.68,0.91,na,na,na,na,na,na,na,147,,,na,na,na,na,na,Data extracted from Table S17. SE calculated from CIs.
,LR,TMS_188,FW_024,S_010,PFHxS,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,2.2,1.9,2.4,na,na,na,na,na,na,na,147,,,na,na,na,na,na,Data extracted from Table S17. SE calculated from CIs.
,LR,TMS_189,FW_024,S_010,br-PFOS,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,2.2,2,2.3,na,na,na,na,na,na,na,147,,,na,na,na,na,na,Data extracted from Table S17. SE calculated from CIs.
,LR,TMS_190,FW_024,S_010,l-PFOS,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,1.5,1.5,1.6,na,na,na,na,na,na,na,147,,,na,na,na,na,na,Data extracted from Table S17. SE calculated from CIs.
,LR,TMS_191,FW_024,S_010,MeFOSAA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,0.87,0.58,1.3,na,na,na,na,na,na,na,147,,,na,na,na,na,na,Data extracted from Table S17. SE calculated from CIs.
,LR,TMS_192,FW_024,S_010,FOSA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,1.9,1.9,2,na,na,na,na,na,na,na,147,,,na,na,na,na,na,Data extracted from Table S17. SE calculated from CIs.
,LR,TMS_193,FW_025,S_010,PFOA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,6,5,7.3,na,na,na,na,na,na,na,67,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMS_194,FW_025,S_010,PFNA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,3.1,2.7,3.5,na,na,na,na,na,na,na,67,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMS_195,FW_025,S_010,PFDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,1.7,1.6,1.9,na,na,na,na,na,na,na,67,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMS_196,FW_025,S_010,PFUnDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,1.8,1.6,2,na,na,na,na,na,na,na,67,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMS_197,FW_025,S_010,PFDoDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,1.1,0.94,1.2,na,na,na,na,na,na,na,67,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMS_198,FW_025,S_010,PFTrDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,0.66,0.49,0.87,na,na,na,na,na,na,na,67,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMS_199,FW_025,S_010,PFTeDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,0.33,0.2,0.54,na,na,na,na,na,na,na,67,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMS_200,FW_025,S_010,PFHxS,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,4.3,3.5,5.1,na,na,na,na,na,na,na,67,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMS_201,FW_025,S_010,br-PFOS,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,3.9,3.3,4.6,na,na,na,na,na,na,na,67,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMS_202,FW_025,S_010,l-PFOS,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,2.5,2.3,2.6,na,na,na,na,na,na,na,67,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMS_203,FW_025,S_010,FOSA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,2.3,2.2,2.4,na,na,na,na,na,na,na,67,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMS_204,FW_026,S_010,PFOA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,1,0.91,1.1,na,na,na,na,na,na,na,67,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMS_205,FW_026,S_010,PFNA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,0.88,0.81,0.97,na,na,na,na,na,na,na,80,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMS_206,FW_026,S_010,PFDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,0.96,0.91,1,na,na,na,na,na,na,na,80,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMS_207,FW_026,S_010,PFUnDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,0.93,0.86,1,na,na,na,na,na,na,na,80,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMS_208,FW_026,S_010,PFDoDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,1.3,1.1,1.4,na,na,na,na,na,na,na,80,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMS_209,FW_026,S_010,PFTrDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,0.96,0.89,1,na,na,na,na,na,na,na,80,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMS_210,FW_026,S_010,PFTeDA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,1.2,1,1.5,na,na,na,na,na,na,na,80,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMS_211,FW_026,S_010,PFHxS,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,1.5,1.2,1.9,na,na,na,na,na,na,na,80,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMS_212,FW_026,S_010,br-PFOS,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,1.5,1.3,1.6,na,na,na,na,na,na,na,80,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMS_213,FW_026,S_010,l-PFOS,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,0.94,0.92,0.97,na,na,na,na,na,na,na,80,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMS_214,FW_026,S_010,MeFOSAA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,0.18,0.08,0.42,na,na,na,na,na,na,na,80,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMS_215,FW_026,S_010,FOSA,whole-organisms only,"See ""Biomass_conversion_comment"" column",yes,"""Note that small fish and invertebrates were prepared as pooled whole-body homogenates, while muscle tissues were processed for larger fish (>100 mm). Therefore, a correction factor was determined and used to convert PFAS muscle concentrations into whole-body (w-b) concentrations.""",Linear regression,GLMM lmec function,wet weight concentrations (ww),na,Censored responses,na,10^slope,1.2,1.2,1.25,na,na,na,na,na,na,na,80,,,na,na,na,na,na,Data extracted from Table 1. SE calculated from CIs.
,LR,TMS_216,FW_027,S_011,PFHxA,whole-organisms only,"""Note that analyses were performed on whole-body homogenates.""",no,na,Linear regression,GLMM lmec function,wet weight concentrations (ww),na,na,na,10^slope,na,na,na,na,-0.64,-0.74,-0.53,na,na,na,43,,,na,na,na,na,na,Data extracted from Table S13. SE calculated from CIs.
,LR,TMS_217,FW_027,S_011,PFOA,whole-organisms only,"""Note that analyses were performed on whole-body homogenates.""",no,na,Linear regression,GLMM lmec function,wet weight concentrations (ww),na,na,na,10^slope,na,na,na,na,-0.25,-0.3,-0.2,na,na,na,43,,,na,na,na,na,na,Data extracted from Table S13. SE calculated from CIs.
,LR,TMS_218,FW_027,S_011,PFNA,whole-organisms only,"""Note that analyses were performed on whole-body homogenates.""",no,na,Linear regression,GLMM lmec function,wet weight concentrations (ww),na,na,na,10^slope,na,na,na,na,0.2,0.17,0.22,na,na,na,43,,,na,na,na,na,na,Data extracted from Table S13. SE calculated from CIs.
,LR,TMS_219,FW_027,S_011,PFDA,whole-organisms only,"""Note that analyses were performed on whole-body homogenates.""",no,na,Linear regression,GLMM lmec function,wet weight concentrations (ww),na,na,na,10^slope,na,na,na,na,0.41,0.34,0.47,na,na,na,43,,,na,na,na,na,na,Data extracted from Table S13. SE calculated from CIs.
,LR,TMS_220,FW_027,S_011,PFUnDA,whole-organisms only,"""Note that analyses were performed on whole-body homogenates.""",no,na,Linear regression,GLMM lmec function,wet weight concentrations (ww),na,na,na,10^slope,na,na,na,na,0.34,0.32,0.36,na,na,na,43,,,na,na,na,na,na,Data extracted from Table S13. SE calculated from CIs.
,LR,TMS_221,FW_027,S_011,PFDoDA,whole-organisms only,"""Note that analyses were performed on whole-body homogenates.""",no,na,Linear regression,GLMM lmec function,wet weight concentrations (ww),na,na,na,10^slope,na,na,na,na,0.38,0.36,0.4,na,na,na,43,,,na,na,na,na,na,Data extracted from Table S13. SE calculated from CIs.
,LR,TMS_222,FW_027,S_011,PFTrDA,whole-organisms only,"""Note that analyses were performed on whole-body homogenates.""",no,na,Linear regression,GLMM lmec function,wet weight concentrations (ww),na,na,na,10^slope,na,na,na,na,0.46,0.44,0.48,na,na,na,43,,,na,na,na,na,na,Data extracted from Table S13. SE calculated from CIs.
,LR,TMS_223,FW_027,S_011,PFTeDA,whole-organisms only,"""Note that analyses were performed on whole-body homogenates.""",no,na,Linear regression,GLMM lmec function,wet weight concentrations (ww),na,na,na,10^slope,na,na,na,na,0.46,0.44,0.48,na,na,na,43,,,na,na,na,na,na,Data extracted from Table S13. SE calculated from CIs.
,LR,TMS_224,FW_027,S_011,PFHxS,whole-organisms only,"""Note that analyses were performed on whole-body homogenates.""",no,na,Linear regression,GLMM lmec function,wet weight concentrations (ww),na,na,na,10^slope,na,na,na,na,0.07,-0.01,0.15,na,na,na,43,,,na,na,na,na,na,Data extracted from Table S13. SE calculated from CIs.
,LR,TMS_225,FW_027,S_011,PFHpS,whole-organisms only,"""Note that analyses were performed on whole-body homogenates.""",no,na,Linear regression,GLMM lmec function,wet weight concentrations (ww),na,na,na,10^slope,na,na,na,na,0.19,0.14,0.24,na,na,na,43,,,na,na,na,na,na,Data extracted from Table S13. SE calculated from CIs.
,LR,TMS_226,FW_027,S_011,PFOS,whole-organisms only,"""Note that analyses were performed on whole-body homogenates.""",no,na,Linear regression,GLMM lmec function,wet weight concentrations (ww),na,na,na,10^slope,na,na,na,na,0.19,0.16,0.21,na,na,na,43,,,na,na,na,na,na,Data extracted from Table S13. SE calculated from CIs.
,LR,TMS_227,FW_027,S_011,l-PFOS,whole-organisms only,"""Note that analyses were performed on whole-body homogenates.""",no,na,Linear regression,GLMM lmec function,wet weight concentrations (ww),na,na,na,10^slope,na,na,na,na,0.2,0.17,0.23,na,na,na,43,,,na,na,na,na,na,Data extracted from Table S13. SE calculated from CIs.
,LR,TMS_228,FW_027,S_011,br-PFOS,whole-organisms only,"""Note that analyses were performed on whole-body homogenates.""",no,na,Linear regression,GLMM lmec function,wet weight concentrations (ww),na,na,na,10^slope,na,na,na,na,0.27,0.23,0.31,na,na,na,43,,,na,na,na,na,na,Data extracted from Table S13. SE calculated from CIs.
,LR,TMS_229,FW_027,S_011,PFDS,whole-organisms only,"""Note that analyses were performed on whole-body homogenates.""",no,na,Linear regression,GLMM lmec function,wet weight concentrations (ww),na,na,na,10^slope,na,na,na,na,0.74,0.72,0.76,na,na,na,43,,,na,na,na,na,na,Data extracted from Table S13. SE calculated from CIs.
,LR,TMS_230,FW_027,S_011,6:2 FTSA,whole-organisms only,"""Note that analyses were performed on whole-body homogenates.""",no,na,Linear regression,GLMM lmec function,wet weight concentrations (ww),na,na,na,10^slope,na,na,na,na,-0.24,-0.28,-0.2,na,na,na,43,,,na,na,na,na,na,Data extracted from Table S13. SE calculated from CIs.
,LR,TMS_231,FW_027,S_011,8:2 FTSA,whole-organisms only,"""Note that analyses were performed on whole-body homogenates.""",no,na,Linear regression,GLMM lmec function,wet weight concentrations (ww),na,na,na,10^slope,na,na,na,na,0.1,0.07,0.14,na,na,na,43,,,na,na,na,na,na,Data extracted from Table S13. SE calculated from CIs.
,LR,TMS_232,FW_027,S_011,10:2 FTSA,whole-organisms only,"""Note that analyses were performed on whole-body homogenates.""",no,na,Linear regression,GLMM lmec function,wet weight concentrations (ww),na,na,na,10^slope,na,na,na,na,0.48,0.47,0.48,na,na,na,43,,,na,na,na,na,na,Data extracted from Table S13. SE calculated from CIs.
