"TMF_ID","FW_ID","PFAS_ID","Sample_type","Biomass_conversion","Regression_type","Conc_determ_method","Undetected_strategy_LOD","Undetected_strategy_LOQ","TMF_formula","TMF","TMF_lower_95CI","TMF_upper_95CI","TMF_se","TMS","TMS_lower_95CI","TMS_upper_95CI","TMS_se","TMS_calculated","TMS_se_calculated","n_samples","n_obs","tau.rho","intercept","pvalue","pvalue_adj","r","z_value","ln_TMF","ln_TMF_se","Study_ID","Ecosystem","Location","Latitude","Longitude","Latitude_DD","Longitude_DD","Species_composition","n_species","Species_highest_TL","Species_cn_highest_TL","Taxa_highest_TL","TL_calculation_method","TL_values","Breathing_type_fw","Breathing_type","TL_highest","TL_lowest","fw_length","Author_year","Note","Rd_ext","Rd_ext_done","Lm_done","Title","DOI","Journal","Study_design","TEF","TEF_unit_of_measurement","TL_calculation_baseline","IFF","Linear_regression_formula","Aggregation","Regression_variable","year_publication","Synonym","Compound_full_name","Molecular_formula","ccl","Chain_length","Class","CASRN"
"TMF_293","FW_035","l-PFDA","specific tissues and whole-organisms","no","Linear regression","wet weight concentrations (ww)","the limit value divided by two",NA,"10^slope",2.61,NA,NA,1.41784242662469,0.416640507338281,NA,NA,0.151627967765277,NA,NA,"37","",NA,NA,"0.006",0.006,NA,2.74778138544499,0.959350221334602,0.543234646216356,"S_015","marine","East Asia","40° 42' N","121° 46' E",40.7,"121.7667°","fish and other species",12,"Larus crassirostris","Black-tailed gull","Bird","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","2±0.07, 2.74±0.14, 2.87±0.09, 2.14±0.15, 2.85±0.08, 2.98±0.06, 3.01±0.09, 3.09±0.04, 3.15±0.04, 3.36±0.03, 3.35±0.44, 3.49±0.12","not water-breathing only","Air breathing",3.49,2,1.49,"Zhang_2015","It provides slope and p-value.","No",NA,NA,"Isomer‐specific trophic transfer of perfluorocarboxylic acids in the marine food web of Liaodong Bay, North China.","10.1021/es504445x","Environmental Science & Technology","Observational. Field study.","3.8","‰","2 for aquatic organisms and 3 for seabird species.","No for aquatic organisms. Yes for bird species.","log[PFAS] = TL(slope) + intercept","No","TL",2015,NA,"Linear perfluorodecanoic acid","C10F19COOH",10,"long","PFCA",NA
"TMF_294","FW_035","br-PFDA","specific tissues and whole-organisms","no","Linear regression","wet weight concentrations (ww)","the limit value divided by two",NA,"10^slope",1.78,NA,NA,1.52828771839926,0.250420002308894,NA,NA,0.18420512305532,NA,NA,"37","",NA,NA,"0.174",0.174,NA,1.35946274541826,0.576613364303994,0.858588605842279,"S_015","marine","East Asia","40° 42' N","121° 46' E",40.7,"121.7667°","fish and other species",12,"Larus crassirostris","Black-tailed gull","Bird","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","2±0.07, 2.74±0.14, 2.87±0.09, 2.14±0.15, 2.85±0.08, 2.98±0.06, 3.01±0.09, 3.09±0.04, 3.15±0.04, 3.36±0.03, 3.35±0.44, 3.49±0.12","not water-breathing only","Air breathing",3.49,2,1.49,"Zhang_2015","It provides slope and p-value.","No",NA,NA,"Isomer‐specific trophic transfer of perfluorocarboxylic acids in the marine food web of Liaodong Bay, North China.","10.1021/es504445x","Environmental Science & Technology","Observational. Field study.","3.8","‰","2 for aquatic organisms and 3 for seabird species.","No for aquatic organisms. Yes for bird species.","log[PFAS] = TL(slope) + intercept","No","TL",2015,NA,"Branched perfluorodecanoic acid","C10F19COOH",10,"long","PFCA",NA
"TMF_296","FW_035","l-PFDoDA","specific tissues and whole-organisms","no","Linear regression","wet weight concentrations (ww)","the limit value divided by two",NA,"10^slope",4.88,NA,NA,1.79998406544832,0.688419822002711,NA,NA,0.255268660481919,NA,NA,"37","",NA,NA,"0.007",0.007,NA,2.69684426087813,1.58514521986506,0.36884919373941,"S_015","marine","East Asia","40° 42' N","121° 46' E",40.7,"121.7667°","fish and other species",12,"Larus crassirostris","Black-tailed gull","Bird","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","2±0.07, 2.74±0.14, 2.87±0.09, 2.14±0.15, 2.85±0.08, 2.98±0.06, 3.01±0.09, 3.09±0.04, 3.15±0.04, 3.36±0.03, 3.35±0.44, 3.49±0.12","not water-breathing only","Air breathing",3.49,2,1.49,"Zhang_2015","It provides slope and p-value.","No",NA,NA,"Isomer‐specific trophic transfer of perfluorocarboxylic acids in the marine food web of Liaodong Bay, North China.","10.1021/es504445x","Environmental Science & Technology","Observational. Field study.","3.8","‰","2 for aquatic organisms and 3 for seabird species.","No for aquatic organisms. Yes for bird species.","log[PFAS] = TL(slope) + intercept","No","TL",2015,NA,"Linear perfluorododecanoic acid","C12F25COOH",12,"long","PFCA",NA
"TMF_299","FW_035","l-PFTeDA","specific tissues and whole-organisms","no","Linear regression","wet weight concentrations (ww)","the limit value divided by two",NA,"10^slope",4.87,NA,NA,1.61786364612263,0.687528961214634,NA,NA,0.208941916391273,NA,NA,"37","",NA,NA,"0.001",0.001,NA,3.29052673149193,1.5830939370945,0.332210194275694,"S_015","marine","East Asia","40° 42' N","121° 46' E",40.7,"121.7667°","fish and other species",12,"Larus crassirostris","Black-tailed gull","Bird","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","2±0.07, 2.74±0.14, 2.87±0.09, 2.14±0.15, 2.85±0.08, 2.98±0.06, 3.01±0.09, 3.09±0.04, 3.15±0.04, 3.36±0.03, 3.35±0.44, 3.49±0.12","not water-breathing only","Air breathing",3.49,2,1.49,"Zhang_2015","It provides slope and p-value.","No",NA,NA,"Isomer‐specific trophic transfer of perfluorocarboxylic acids in the marine food web of Liaodong Bay, North China.","10.1021/es504445x","Environmental Science & Technology","Observational. Field study.","3.8","‰","2 for aquatic organisms and 3 for seabird species.","No for aquatic organisms. Yes for bird species.","log[PFAS] = TL(slope) + intercept","No","TL",2015,NA,"Linear perfluorotetradecanoic acid","C14F27COOH",14,"long","PFCA",NA
"TMF_300","FW_035","br-PFTeDA","specific tissues and whole-organisms","no","Linear regression","wet weight concentrations (ww)","the limit value divided by two",NA,"10^slope",1.42,NA,NA,1.48600670724855,0.152288344383056,NA,NA,0.172020769663089,NA,NA,"37","",NA,NA,"0.376",0.376,NA,0.885290448829642,0.350656871613169,1.04648359665391,"S_015","marine","East Asia","40° 42' N","121° 46' E",40.7,"121.7667°","fish and other species",12,"Larus crassirostris","Black-tailed gull","Bird","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","2±0.07, 2.74±0.14, 2.87±0.09, 2.14±0.15, 2.85±0.08, 2.98±0.06, 3.01±0.09, 3.09±0.04, 3.15±0.04, 3.36±0.03, 3.35±0.44, 3.49±0.12","not water-breathing only","Air breathing",3.49,2,1.49,"Zhang_2015","It provides slope and p-value.","No",NA,NA,"Isomer‐specific trophic transfer of perfluorocarboxylic acids in the marine food web of Liaodong Bay, North China.","10.1021/es504445x","Environmental Science & Technology","Observational. Field study.","3.8","‰","2 for aquatic organisms and 3 for seabird species.","No for aquatic organisms. Yes for bird species.","log[PFAS] = TL(slope) + intercept","No","TL",2015,NA,"Branched perfluorotetradecanoic acid","C14F27COOH",14,"long","PFCA",NA
"TMF_301","FW_036","Cl-PFESA","specific tissues","no","Linear regression","wet weight concentrations (ww)",NA,NA,"10^slope",3.37,NA,NA,1.85867678968767,0.527629900871339,NA,NA,0.269203875700378,NA,NA,"152","",NA,NA,"< 0.05",0.05,NA,1.95996398454005,1.21491274436427,0.551536139373196,"S_016","marine","East Asia","38.8495° N","119.7889° E",38.8495,"119.7889°","fish and other species",16,"Neophocaena","Finless porpoise","Marine mammal","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","2.51±0.36,  1.63±0.65,  2.06±0.21,  0.60±0.26,  2.69±0.45, 2.53±0.44, 2.60±0.46, 2.91±0.22, 2.67±0.18, 2.52±0.18, 2.62±0.44, 3.13±0.31, 2.73±0.23, 2.88±0.09, 2.67±0.15,  3.04±0.73, 4.08±0.58, 4.30±0.28","not water-breathing only","Air breathing",4.3,0.6,3.7,"Chen_2018","It provides slope and p-value.","No",NA,NA,"Distribution, bioaccumulation and trophic transfer of chlorinated polyfluoroalkyl ether sulfonic acids in the marine food web of Bohai, China.","10.1016/j.envpol.2018.05.087","Environmental Pollution","Observational. Field study.","3.8","‰","2","No","log[PFAS] = TL(slope) + intercept","No","TL",2018,NA,"chlorinated polyfluorinated ether sulfonate",NA,NA,NA,"Precursor and/or intermediate",NA
"TMF_335","FW_041","12:2 FTS","specific tissues","no","Linear regression","wet weight concentrations (ww)",NA,"the limit value divided by two ","10^slope",0.1,NA,NA,0.409049171033693,-1,NA,NA,-0.388224483129464,NA,NA,"20","",NA,NA,"0.01",0.01,NA,2.5758293035489,-2.30258509299405,4.09049171033693,"S_020","freshwater","Europe","60.03° N","10.17° E",60.03,"10.17°","fish and other species",7,"Salvelinus alpinus","Arctic char","Fish","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","3.57, 3.61, 2.95, 3.44, 4.34, 3.84, 3.80","not water-breathing only","Water breathing",4.34,2.95,1.39,"Langberg_2020","It provides slope and p-value.","No",NA,NA,"Fluorinated precursor compounds in sediments as a source of perfluorinated alkyl acids (PFAA) to biota.","10.1021/acs.est.0c04587","Environmental Science & Technology","Observational. Field study.",NA,NA,NA,NA,NA,"No",NA,2020,NA,"12:2 fluorotelomer sulfonate",NA,14,"long","Precursor and/or intermediate",NA
"TMF_657","FW_073","FBSA","whole-organisms only","no","Linear regression","wet weight concentrations (ww)","models accounting for values below the limit","""Different regression approaches were tested, representing models previously used in TMF literature: parametric linear regression on all datapoints or on geomeans per taxa (balanced method) (Li et al. 2021; Madgett et al. 2021), nonparametric linear regression and nonparametric linear regression accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019), and generalized linear mixed-effect model also accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019).""","10^slope",1.35,1.03,1.78,0.38265306122449,0.130333768495006,NA,NA,NA,NA,NA,"110","",NA,NA,NA,NA,NA,NA,0.300104592450338,0.283446712018141,"S_036","freshwater","North America","46.8131° N","71.2075° W",46.8131,"71.2075°","fish and other species",21,"Micropterus dolomieu","Smallmouth bass","Fish","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors",NA,"not water-breathing only","Water breathing",NA,NA,NA,"Munoz_2022","It provides slope and CIs values. We calculated the slope's standard error from CIs.","No",NA,NA,"Bioaccumulation and trophic magnification of emerging and legacy per- and polyfluoroalkyl substances (PFAS) in a St. Lawrence River food web","10.1016/j.envpol.2022.119739","Environmental Pollution","Observational. Field study.","3.8","‰","1","No","log[PFAS] = TL(slope) + intercept","No","TL",2022,NA,"perfluorobutane sulfonamide",NA,4,"short","Precursor and/or intermediate",NA
"TMF_660","FW_073","PFECHS","whole-organisms only","no","Linear regression","wet weight concentrations (ww)","models accounting for values below the limit","""Different regression approaches were tested, representing models previously used in TMF literature: parametric linear regression on all datapoints or on geomeans per taxa (balanced method) (Li et al. 2021; Madgett et al. 2021), nonparametric linear regression and nonparametric linear regression accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019), and generalized linear mixed-effect model also accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019).""","10^slope",1.98,1.52,2.57,0.535714285714286,0.296665190261531,NA,NA,NA,NA,NA,"110","",NA,NA,NA,NA,NA,NA,0.683096844706444,0.270562770562771,"S_036","freshwater","North America","46.8131° N","71.2075° W",46.8131,"71.2075°","fish and other species",21,"Micropterus dolomieu","Smallmouth bass","Fish","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors",NA,"not water-breathing only","Water breathing",NA,NA,NA,"Munoz_2022","It provides slope and CIs values. We calculated the slope's standard error from CIs.","No",NA,NA,"Bioaccumulation and trophic magnification of emerging and legacy per- and polyfluoroalkyl substances (PFAS) in a St. Lawrence River food web","10.1016/j.envpol.2022.119739","Environmental Pollution","Observational. Field study.","3.8","‰","1","No","log[PFAS] = TL(slope) + intercept","No","TL",2022,NA,"perfluoroethyl cyclohexane sulfonate",NA,8,"long","Precursor and/or intermediate",NA
"TMF_673","FW_074","FBSA","whole-organisms only","no","Linear regression","protein equivalent corrected concentrations (pw)","models accounting for values below the limit","""Different regression approaches were tested, representing models previously used in TMF literature: parametric linear regression on all datapoints or on geomeans per taxa (balanced method) (Li et al. 2021; Madgett et al. 2021), nonparametric linear regression and nonparametric linear regression accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019), and generalized linear mixed-effect model also accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019).""","10^slope",1.14,0.85,1.52,0.341836734693878,0.0569048513364726,NA,NA,NA,NA,NA,"95","",NA,NA,NA,NA,NA,NA,0.131028262406404,0.299856784819191,"S_036","freshwater","North America","46.8131° N","71.2075° W",46.8131,"71.2075°","fish and other species",18,"Micropterus dolomieu","Smallmouth bass","Fish","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors",NA,"not water-breathing only","Water breathing",NA,NA,NA,"Munoz_2022","It provides slope and CIs values. We calculated the slope's standard error from CIs.","No",NA,NA,"Bioaccumulation and trophic magnification of emerging and legacy per- and polyfluoroalkyl substances (PFAS) in a St. Lawrence River food web","10.1016/j.envpol.2022.119739","Environmental Pollution","Observational. Field study.","3.8","‰","1","No","log[PFAS] = TL(slope) + intercept","No","TL",2022,NA,"perfluorobutane sulfonamide",NA,4,"short","Precursor and/or intermediate",NA
"TMF_676","FW_074","PFECHS","whole-organisms only","no","Linear regression","protein equivalent corrected concentrations (pw)","models accounting for values below the limit","""Different regression approaches were tested, representing models previously used in TMF literature: parametric linear regression on all datapoints or on geomeans per taxa (balanced method) (Li et al. 2021; Madgett et al. 2021), nonparametric linear regression and nonparametric linear regression accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019), and generalized linear mixed-effect model also accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019).""","10^slope",1.4,1.04,1.88,0.428571428571428,0.146128035678238,NA,NA,NA,NA,NA,"95","",NA,NA,NA,NA,NA,NA,0.336472236621213,0.306122448979592,"S_036","freshwater","North America","46.8131° N","71.2075° W",46.8131,"71.2075°","fish and other species",18,"Micropterus dolomieu","Smallmouth bass","Fish","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors",NA,"not water-breathing only","Water breathing",NA,NA,NA,"Munoz_2022","It provides slope and CIs values. We calculated the slope's standard error from CIs.","No",NA,NA,"Bioaccumulation and trophic magnification of emerging and legacy per- and polyfluoroalkyl substances (PFAS) in a St. Lawrence River food web","10.1016/j.envpol.2022.119739","Environmental Pollution","Observational. Field study.","3.8","‰","1","No","log[PFAS] = TL(slope) + intercept","No","TL",2022,NA,"perfluoroethyl cyclohexane sulfonate",NA,8,"long","Precursor and/or intermediate",NA
"TMF_699","FW_077","PFNOBS","whole-organisms only","no","Linear regression","wet weight concentrations (ww)","the limit value divided by the square root of two",NA,"e^slope",1.8135749358382,NA,NA,1.21023714321093,0.5953,0.349,0.723,0.190816326530612,NA,NA,"177","",NA,NA,"0.026",0.026,NA,NA,0.5953,0.66732127760223,"S_038","marine","East Asia","29°44′ N","123°14′ E",29.7333,"123.2333°","fish and other species",27,"Miichthys miiuy","Catfish","Fish","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","2.6±0.037, 2.9±0.057, 2.9±0.051, 3.1±0.050, 3.1±0.061, 3.2±0.063, 3.3±0.034, 3.3±0.047, 3.3±0.062, 3.4±0.062, 3.4±0.037, 3.5±0.065, 3.5±0.040, 3.5±0.066, 3.6±0.047, 3.6±0.061, 3.8±0.038, 2.6±0.048, 4.1±0.063, 2.7±0.043, 2.1±0.027, 2.4±0.028, 2.6±0.029, 2.8±0.040, 2.1±0.039, 2.3±0.037, 2.4±0.040","not water-breathing only","Water breathing",4.1,2.1,2,"Cheng_2022","It provides slope and CIs values. We calculated the slope's standard error from CIs.","No",NA,NA,"Bioaccumulation and biomagnification of emerging poly-and perfluoroalkyl substances in marine organisms","10.1016/j.scitotenv.2022.158117","Science of the Total Environment","Observational. Field study.","3.8","‰","2","No","ln[PFAS] = TL(slope) + intercept","No","TL",2022,NA,"p-perfluorous nonenoxybenzene sulfonate",NA,9,"long","Precursor and/or intermediate",NA
"TMF_706","FW_078","3m-PFOS","whole-organisms only","no","Linear regression","wet weight concentrations (ww)",NA,NA,"e^slope",3.03435839443568,NA,NA,1.40120420190441,1.11,NA,NA,0.337332011126597,NA,NA,"46","",NA,NA,"<0.001",0.001,NA,3.29052673149193,1.11,0.461779401033806,"S_039","marine","East Asia","22°07′ N"," 113°63' E",22.1167,"114.0500°","fish and other species",38,"Sousa chinensis","Indo-Pacific humpbacked dolphin","Marine mammal","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","2.45±0.00, 2.09±0.01, 2.32±0.03, 2.03±0.05, 2.78±0.12, 2.42±0.03, 2.70±0.00, 2.32±0.00, 2.49±0.07, 2.03±0.03, 2.61±0.04, 2.07±0.04, 1.89±0.05, 2.11±0.03, 1.91±0.09, 2.20±0.04, 1.78±0.04, 2.34±0.05, 2.82±0.11, 2.29±0.18, 2.32±0.03, 2.84±0.11, 2.66±0.03, 3.12±0.01, 2.43±0.01, 2.79±0.05, 3.47±0.08, 3.29±0.03, 2.79±0.03, 3.29±0.05, 2.46±0.04, 2.72±0.09, 3.05±0.03, 2.42±0.03, 2.64±0.07, 2.96±0.09, 4.08±0.00, 4.21±0.00","not water-breathing only","Air breathing",4.21,1.78,2.43,"Wang_2023","It provides slope and p-value.","No",NA,NA,"Legacy and Emerging Per- and Polyfluoroalkyl Substances in a Subtropical Marine Food Web: Suspect Screening, Isomer Profile, and Identification of Analytical Interference","10.1021/acs.est.3c00374","Environmental Science & Technology","Observational. Field study.","3.8","‰","2","No","ln[PFAS] = TL(slope) + intercept","No","TL",2023,NA,"3-Methylperfluorooctanesulfonic acid","C8F17SO3H",8,"long","PFSA",NA
"TMF_707","FW_078","4m-PFOS","whole-organisms only","no","Linear regression","wet weight concentrations (ww)",NA,NA,"e^slope",3.49034295746184,NA,NA,1.4621067731458,1.25,NA,NA,0.37987839090833,NA,NA,"46","",NA,NA,"<0.001",0.001,NA,3.29052673149193,1.25,0.418900604028045,"S_039","marine","East Asia","22°07′ N"," 113°63' E",22.1167,"114.0500°","fish and other species",38,"Sousa chinensis","Indo-Pacific humpbacked dolphin","Marine mammal","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","2.45±0.00, 2.09±0.01, 2.32±0.03, 2.03±0.05, 2.78±0.12, 2.42±0.03, 2.70±0.00, 2.32±0.00, 2.49±0.07, 2.03±0.03, 2.61±0.04, 2.07±0.04, 1.89±0.05, 2.11±0.03, 1.91±0.09, 2.20±0.04, 1.78±0.04, 2.34±0.05, 2.82±0.11, 2.29±0.18, 2.32±0.03, 2.84±0.11, 2.66±0.03, 3.12±0.01, 2.43±0.01, 2.79±0.05, 3.47±0.08, 3.29±0.03, 2.79±0.03, 3.29±0.05, 2.46±0.04, 2.72±0.09, 3.05±0.03, 2.42±0.03, 2.64±0.07, 2.96±0.09, 4.08±0.00, 4.21±0.00","not water-breathing only","Air breathing",4.21,1.78,2.43,"Wang_2023","It provides slope and p-value.","No",NA,NA,"Legacy and Emerging Per- and Polyfluoroalkyl Substances in a Subtropical Marine Food Web: Suspect Screening, Isomer Profile, and Identification of Analytical Interference","10.1021/acs.est.3c00374","Environmental Science & Technology","Observational. Field study.","3.8","‰","2","No","ln[PFAS] = TL(slope) + intercept","No","TL",2023,NA,"4-Methylperfluorooctanesulfonic acid","C8F17SO3H",8,"long","PFSA",NA
"TMF_708","FW_078","5m-PFOS","whole-organisms only","no","Linear regression","wet weight concentrations (ww)",NA,NA,"e^slope",4.17869919192325,NA,NA,1.54431566847364,1.43,NA,NA,0.43458087919913,NA,NA,"46","",NA,NA,"<0.001",0.001,NA,3.29052673149193,1.43,0.36956851822657,"S_039","marine","East Asia","22°07′ N"," 113°63' E",22.1167,"114.0500°","fish and other species",38,"Sousa chinensis","Indo-Pacific humpbacked dolphin","Marine mammal","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","2.45±0.00, 2.09±0.01, 2.32±0.03, 2.03±0.05, 2.78±0.12, 2.42±0.03, 2.70±0.00, 2.32±0.00, 2.49±0.07, 2.03±0.03, 2.61±0.04, 2.07±0.04, 1.89±0.05, 2.11±0.03, 1.91±0.09, 2.20±0.04, 1.78±0.04, 2.34±0.05, 2.82±0.11, 2.29±0.18, 2.32±0.03, 2.84±0.11, 2.66±0.03, 3.12±0.01, 2.43±0.01, 2.79±0.05, 3.47±0.08, 3.29±0.03, 2.79±0.03, 3.29±0.05, 2.46±0.04, 2.72±0.09, 3.05±0.03, 2.42±0.03, 2.64±0.07, 2.96±0.09, 4.08±0.00, 4.21±0.00","not water-breathing only","Air breathing",4.21,1.78,2.43,"Wang_2023","It provides slope and p-value.","No",NA,NA,"Legacy and Emerging Per- and Polyfluoroalkyl Substances in a Subtropical Marine Food Web: Suspect Screening, Isomer Profile, and Identification of Analytical Interference","10.1021/acs.est.3c00374","Environmental Science & Technology","Observational. Field study.","3.8","‰","2","No","ln[PFAS] = TL(slope) + intercept","No","TL",2023,NA,"5-Methylperfluorooctanesulfonic acid","C8F17SO3H",8,"long","PFSA",NA
"TMF_709","FW_078","iso-PFOS","whole-organisms only","no","Linear regression","wet weight concentrations (ww)",NA,NA,"e^slope",4.22069581699655,NA,NA,1.87520869974639,1.44,NA,NA,0.628719959759668,NA,NA,"46","",NA,NA,"0.022",0.022,NA,2.29036787785527,1.44,0.444288994292127,"S_039","marine","East Asia","22°07′ N"," 113°63' E",22.1167,"114.0500°","fish and other species",38,"Sousa chinensis","Indo-Pacific humpbacked dolphin","Marine mammal","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","2.45±0.00, 2.09±0.01, 2.32±0.03, 2.03±0.05, 2.78±0.12, 2.42±0.03, 2.70±0.00, 2.32±0.00, 2.49±0.07, 2.03±0.03, 2.61±0.04, 2.07±0.04, 1.89±0.05, 2.11±0.03, 1.91±0.09, 2.20±0.04, 1.78±0.04, 2.34±0.05, 2.82±0.11, 2.29±0.18, 2.32±0.03, 2.84±0.11, 2.66±0.03, 3.12±0.01, 2.43±0.01, 2.79±0.05, 3.47±0.08, 3.29±0.03, 2.79±0.03, 3.29±0.05, 2.46±0.04, 2.72±0.09, 3.05±0.03, 2.42±0.03, 2.64±0.07, 2.96±0.09, 4.08±0.00, 4.21±0.00","not water-breathing only","Air breathing",4.21,1.78,2.43,"Wang_2023","It provides slope and p-value.","No",NA,NA,"Legacy and Emerging Per- and Polyfluoroalkyl Substances in a Subtropical Marine Food Web: Suspect Screening, Isomer Profile, and Identification of Analytical Interference","10.1021/acs.est.3c00374","Environmental Science & Technology","Observational. Field study.","3.8","‰","2","No","ln[PFAS] = TL(slope) + intercept","No","TL",2023,NA,"Isopropyl perfluorooctanesulfonate","C8F17SO3H",8,"long","PFSA",NA
"TMF_711","FW_078","PFNS","whole-organisms only","no","Linear regression","wet weight concentrations (ww)",NA,NA,"e^slope",3.78104338756878,NA,NA,1.49808946747309,1.33,NA,NA,0.404190607926463,NA,NA,"25","",NA,NA,"<0.001",0.001,NA,3.29052673149193,1.33,0.396210599539394,"S_039","marine","East Asia","22°07′ N"," 113°63' E",22.1167,"114.0500°","fish and other species",38,"Sousa chinensis","Indo-Pacific humpbacked dolphin","Marine mammal","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","2.45±0.00, 2.09±0.01, 2.32±0.03, 2.03±0.05, 2.78±0.12, 2.42±0.03, 2.70±0.00, 2.32±0.00, 2.49±0.07, 2.03±0.03, 2.61±0.04, 2.07±0.04, 1.89±0.05, 2.11±0.03, 1.91±0.09, 2.20±0.04, 1.78±0.04, 2.34±0.05, 2.82±0.11, 2.29±0.18, 2.32±0.03, 2.84±0.11, 2.66±0.03, 3.12±0.01, 2.43±0.01, 2.79±0.05, 3.47±0.08, 3.29±0.03, 2.79±0.03, 3.29±0.05, 2.46±0.04, 2.72±0.09, 3.05±0.03, 2.42±0.03, 2.64±0.07, 2.96±0.09, 4.08±0.00, 4.21±0.00","not water-breathing only","Air breathing",4.21,1.78,2.43,"Wang_2023","It provides slope and p-value.","No",NA,NA,"Legacy and Emerging Per- and Polyfluoroalkyl Substances in a Subtropical Marine Food Web: Suspect Screening, Isomer Profile, and Identification of Analytical Interference","10.1021/acs.est.3c00374","Environmental Science & Technology","Observational. Field study.","3.8","‰","2","No","ln[PFAS] = TL(slope) + intercept","No","TL",2023,NA,"Perfluorononanesulfonic acid","C9F19SO3H",9,"long","PFSA",NA
"TMF_715","FW_078","8:2 H-PFESA","whole-organisms only","no","Linear regression","wet weight concentrations (ww)",NA,NA,"e^slope",4.09595540407118,NA,NA,1.92257155595604,1.41,NA,NA,0.653663641968226,NA,NA,"25","",NA,NA,"0.031",0.031,NA,2.15707270447901,1.41,0.46938293176852,"S_039","marine","East Asia","22°07′ N"," 113°63' E",22.1167,"114.0500°","fish and other species",38,"Sousa chinensis","Indo-Pacific humpbacked dolphin","Marine mammal","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","2.45±0.00, 2.09±0.01, 2.32±0.03, 2.03±0.05, 2.78±0.12, 2.42±0.03, 2.70±0.00, 2.32±0.00, 2.49±0.07, 2.03±0.03, 2.61±0.04, 2.07±0.04, 1.89±0.05, 2.11±0.03, 1.91±0.09, 2.20±0.04, 1.78±0.04, 2.34±0.05, 2.82±0.11, 2.29±0.18, 2.32±0.03, 2.84±0.11, 2.66±0.03, 3.12±0.01, 2.43±0.01, 2.79±0.05, 3.47±0.08, 3.29±0.03, 2.79±0.03, 3.29±0.05, 2.46±0.04, 2.72±0.09, 3.05±0.03, 2.42±0.03, 2.64±0.07, 2.96±0.09, 4.08±0.00, 4.21±0.00","not water-breathing only","Air breathing",4.21,1.78,2.43,"Wang_2023","It provides slope and p-value.","No",NA,NA,"Legacy and Emerging Per- and Polyfluoroalkyl Substances in a Subtropical Marine Food Web: Suspect Screening, Isomer Profile, and Identification of Analytical Interference","10.1021/acs.est.3c00374","Environmental Science & Technology","Observational. Field study.","3.8","‰","2","No","ln[PFAS] = TL(slope) + intercept","No","TL",2023,NA,"8:2 hydrogen-substituted polyfluorinated ether sulfonate","C10H2ClF20O4S",10,"long","Emerging PFAS",NA
